id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
122670,2,1,44,1,1,361,5,5,5,5,4,4,5,4,4,4,4,4,4,4,22,1,1
123906,1,1,36,2,2,603,2,4,2,5,3,2,3,3,5,4,5,4,4,3,0,0,0
5853,2,1,59,1,1,2846,3,3,2,3,2,5,4,5,5,5,5,5,5,5,18,5,1
26858,2,0,21,1,2,224,3,3,3,3,2,3,2,2,3,4,2,4,1,2,0,2,0
3527,1,1,23,1,2,557,1,2,4,2,1,1,2,1,4,4,4,3,3,1,0,0,0
102049,2,1,44,1,1,2600,1,4,4,4,1,4,4,3,3,3,1,1,3,2,8,1,0
5548,1,1,48,2,2,431,2,4,2,1,5,2,2,5,5,3,4,3,4,5,0,0,0
116387,2,1,33,2,2,417,1,4,1,4,1,1,1,1,2,5,3,2,3,1,41,4,0
109590,2,1,55,1,1,1827,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,1
84133,2,0,34,1,2,782,3,3,3,3,4,3,4,4,1,5,3,2,4,4,0,4,0
22560,2,1,47,2,1,300,2,4,3,3,5,5,4,1,1,3,1,4,1,3,0,0,0
127871,1,1,36,1,1,2283,3,2,2,2,4,3,3,3,3,3,3,3,3,3,0,0,0
3317,1,1,66,1,1,2565,4,4,5,4,5,4,4,5,5,5,5,5,5,3,0,0,1
68098,2,0,28,1,2,868,4,4,4,4,2,4,2,2,2,3,3,4,4,2,26,2,0
40902,2,1,21,2,2,599,1,3,1,4,4,1,1,4,4,5,3,1,3,4,18,4,0
21780,1,1,45,1,2,352,5,1,1,1,5,5,5,5,1,1,1,3,2,5,26,,1
4629,2,0,26,1,1,327,3,3,3,3,5,3,4,5,2,4,4,2,3,5,0,0,0
74260,2,1,54,1,1,3325,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,3,1
5254,1,1,39,1,1,2513,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,0,1
42172,2,0,22,1,2,817,3,3,3,2,3,3,3,3,2,2,2,3,2,3,0,0,0
56523,2,0,45,1,1,1023,2,2,2,3,3,2,4,3,3,2,4,4,5,3,8,7,0
7577,2,1,59,1,1,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0,1
105946,1,1,60,2,1,2329,2,5,2,2,4,4,4,1,1,2,1,5,1,5,8,2,0
27879,2,1,40,2,3,1448,2,2,2,4,2,2,1,2,4,2,4,1,4,2,9,0,0
74792,1,1,46,1,1,1205,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0,1
46353,2,0,27,1,1,1013,0,0,0,1,1,0,1,1,4,3,5,4,5,1,0,0,1
12453,1,1,65,2,2,305,2,4,2,3,2,2,2,4,5,4,5,2,3,2,171,1.6,0
86124,1,0,24,1,1,331,5,5,5,4,2,5,3,2,4,3,5,4,5,2,2,4,1
70286,2,1,38,1,1,852,4,5,5,5,4,3,3,4,4,4,4,3,4,1,38,3,0
98803,2,1,31,1,1,763,4,4,4,4,4,4,4,4,3,5,5,3,5,4,10,2,1
79267,1,1,37,1,3,998,1,2,2,2,1,1,1,1,3,4,3,1,3,1,0,9,0
71621,1,1,40,1,1,2882,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,0,1
114037,1,1,47,1,1,3704,1,1,2,1,5,4,5,5,5,5,5,3,5,4,0,0,1
44707,1,1,36,2,2,108,2,1,2,2,4,2,4,4,2,4,3,4,2,4,0,0,0
128726,1,1,42,2,2,1464,1,4,1,1,3,1,4,3,4,4,4,5,4,3,0,6,0
91220,1,1,64,2,2,444,2,2,2,3,3,2,3,3,1,4,3,2,3,3,0,0,0
94233,1,0,37,1,1,189,3,3,3,4,2,3,2,2,4,4,4,5,4,2,16,4,0
129147,2,0,27,1,2,679,1,1,1,4,1,1,1,1,3,5,3,1,3,1,0,0,0
53610,2,0,29,1,2,1874,4,4,4,5,3,4,3,3,1,1,4,1,3,3,1,0,0
31924,1,1,45,1,1,2846,2,2,2,2,5,4,4,4,4,4,5,4,4,5,0,0,1
40453,2,1,39,1,1,175,1,1,5,1,4,1,3,5,5,5,5,4,5,3,0,0,1
98312,2,1,18,2,2,1565,2,2,2,3,2,2,2,2,3,5,4,3,3,2,0,6,0
53217,1,0,33,1,2,589,2,1,3,3,4,3,4,4,3,5,4,3,3,4,0,0,0
95287,2,1,66,2,2,562,4,4,4,2,2,4,4,5,5,4,5,4,5,3,88,8,0
69679,1,1,34,2,2,569,3,4,3,4,1,3,5,1,3,2,4,4,4,1,0,0,0
56747,1,1,31,1,1,1085,3,3,3,3,4,3,4,4,3,3,5,3,5,4,3,0,1
72819,1,1,21,2,3,1045,2,3,2,2,3,2,3,3,2,2,4,1,2,3,0,0,0
115715,1,1,40,1,2,404,2,4,4,4,2,2,2,2,2,4,3,2,4,2,40,3,0
36930,1,1,45,1,2,867,4,2,2,2,4,4,4,4,3,1,4,3,4,4,0,1,1
81448,1,0,23,1,1,528,4,4,4,5,2,4,2,2,4,2,4,3,5,2,0,0,1
38737,2,1,36,1,2,387,5,2,2,2,5,5,5,5,3,5,4,1,2,5,0,0,1
85844,1,1,39,2,2,666,4,5,4,3,2,4,2,2,3,3,4,3,3,2,0,0,1
85880,2,1,46,1,1,2172,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0,1
52728,1,1,31,2,2,406,4,4,4,1,5,4,5,5,4,3,4,5,4,5,0,0,1
12614,1,1,38,1,1,802,5,5,5,5,5,3,1,5,5,5,5,5,5,1,0,2,1
26313,2,1,40,2,2,2139,5,5,5,5,5,5,5,5,3,5,5,4,4,5,45,5,1
114233,2,1,13,1,1,850,2,5,2,5,2,2,2,2,2,4,4,2,4,2,6,6,0
7884,2,1,41,1,2,510,5,4,4,4,5,5,5,5,2,3,5,3,3,5,0,0,1
17999,2,1,29,1,1,332,2,5,5,5,2,2,2,2,4,1,4,1,4,2,0,0,0
10397,1,0,23,1,2,166,5,0,5,2,5,5,4,5,3,2,4,4,5,5,0,0,1
114413,1,1,51,1,1,372,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0,1
9590,1,1,44,2,2,288,3,5,3,2,1,3,1,1,4,4,5,5,5,1,0,0,0
111935,2,0,26,1,1,770,1,1,1,3,2,1,2,2,5,5,4,5,5,2,12,0,0
6799,1,1,28,1,1,235,4,4,4,4,4,4,4,4,3,3,4,3,4,4,6,3,1
81181,2,0,20,1,2,726,2,2,2,4,5,2,5,5,1,4,4,1,3,5,0,0,0
66983,1,1,28,1,1,3112,4,4,4,4,5,4,5,5,3,3,5,5,4,5,0,0,1
56948,2,1,27,1,1,2454,4,2,2,2,4,4,4,3,2,3,2,4,3,4,0,0,0
65598,2,0,54,1,1,175,4,4,4,1,5,4,5,5,4,2,5,3,5,5,0,0,0
81168,1,1,46,2,2,196,2,5,2,3,2,2,2,2,4,5,5,5,5,2,0,0,0
114316,2,1,55,2,2,862,3,4,3,1,1,2,3,3,3,3,3,1,3,4,23,8,0
62094,2,0,27,1,1,2565,1,2,2,1,4,2,2,4,3,4,5,5,4,4,22,1,0
109443,1,1,50,1,1,1656,2,2,4,2,2,4,4,4,4,4,4,3,4,4,0,0,1
34122,1,0,25,1,2,1046,2,2,2,1,5,2,5,5,2,5,3,1,5,5,0,0,0
114783,2,0,22,1,2,404,2,4,2,5,2,2,2,2,5,5,5,5,4,2,23,2,0
89973,2,1,37,2,2,1487,3,4,3,5,2,3,2,2,3,5,5,3,5,2,0,0,0
47374,2,1,33,1,1,590,2,5,2,5,3,3,3,2,2,2,2,3,2,3,16,0,0
68203,1,1,70,2,1,631,1,2,1,3,4,3,3,1,1,1,1,3,1,4,0,0,0
98881,2,1,55,2,2,991,4,4,3,3,2,1,3,3,3,3,3,2,3,2,0,5,0
118582,2,0,9,1,2,646,1,4,1,3,4,1,4,4,3,3,4,3,3,4,76,6,0
67961,2,0,54,1,1,1205,4,5,5,2,5,4,5,5,4,3,5,5,4,5,0,0,0
57840,1,1,37,1,2,1091,3,1,1,1,3,3,3,3,3,1,3,4,4,3,0,7,0
85945,1,1,53,1,1,554,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,0,1
94089,2,1,42,2,1,458,1,5,1,1,1,5,2,5,5,1,5,1,5,4,43,3,0
84191,1,1,48,1,1,2332,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0,1
64443,2,1,40,1,1,3276,5,1,5,5,2,4,4,4,4,4,4,3,4,3,2,0,1
100718,1,0,39,1,1,328,2,2,2,2,3,2,3,3,4,4,4,5,5,3,8,1,0
35727,1,1,63,2,3,2569,1,4,1,4,1,3,3,3,5,3,4,3,4,3,47,1.8,0
110555,1,1,56,1,1,674,5,5,5,5,3,5,5,5,5,5,5,5,5,4,58,5,1
48375,2,1,44,2,2,522,2,4,2,2,5,4,5,3,3,2,3,3,3,4,10,6,0
99180,1,1,45,1,1,2078,4,4,4,4,3,4,5,2,2,2,2,4,2,5,9,1,1
115026,1,1,27,1,1,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0,1
81544,1,1,65,2,2,1124,2,1,2,3,3,2,3,3,2,4,3,2,3,3,0,0,0
8576,2,0,26,1,2,109,2,1,2,3,5,2,4,5,2,5,3,4,3,5,0,0,0
73736,2,1,63,2,2,192,2,5,0,3,3,5,4,1,1,0,1,3,1,4,0,0,0
74503,2,1,58,1,1,1464,1,1,1,1,3,4,5,5,5,5,5,4,5,3,6,2,1
34766,2,0,21,1,2,264,3,0,3,1,5,3,3,5,2,5,2,3,5,5,0,0,0
53482,2,1,39,1,1,3574,2,1,4,1,5,3,3,2,2,2,2,2,2,3,0,0,0
22076,2,1,62,2,2,304,2,3,2,3,1,4,4,1,1,2,1,3,1,1,0,0,0
129487,2,1,9,2,2,2704,2,5,2,2,4,2,4,4,4,3,5,4,5,4,0,3,0
40999,2,1,22,1,1,1362,1,1,1,1,3,3,3,3,3,3,4,5,1,3,0,0,1
112488,2,1,53,2,2,909,5,3,5,4,1,4,3,1,1,5,1,4,1,3,1,0,1
7301,2,0,43,1,1,116,3,3,3,4,2,3,2,2,3,5,4,3,5,2,7,4,0
55669,1,1,23,1,1,1025,2,2,3,2,4,4,4,4,3,5,5,4,4,4,0,0,1
79066,2,0,50,1,2,356,2,0,2,3,1,2,1,1,4,4,1,5,3,1,0,0,0
108364,2,1,54,2,2,1844,0,3,0,4,5,4,1,5,5,0,5,5,5,3,64,5,1
66945,1,1,51,1,1,964,5,5,2,5,3,5,4,5,5,5,5,3,5,4,0,0,1
59874,1,1,58,1,1,2615,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,1,1
88865,2,1,22,1,1,1968,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,0,0
61867,2,1,60,1,1,2521,3,3,3,3,4,5,5,5,5,5,5,3,5,4,46,2,1
39647,2,1,64,2,2,1172,3,5,3,3,3,5,4,1,1,3,1,5,1,4,15,1,0
50509,1,1,43,2,2,238,3,2,3,3,2,3,2,2,2,2,3,2,3,2,0,0,0
75976,1,1,31,1,1,2415,0,0,0,2,5,5,5,5,1,5,2,2,5,5,0,0,1
41423,1,1,65,2,2,641,3,4,3,3,1,3,1,1,4,3,4,5,4,1,15,1,0
85260,2,1,8,2,2,696,3,4,3,1,1,3,1,1,5,4,4,5,4,1,17,1,0
53879,1,1,35,2,2,140,4,1,0,3,2,0,2,2,1,4,4,2,4,2,0,0,0
15876,1,1,66,1,2,332,4,3,3,3,4,4,4,4,4,3,3,5,3,4,0,0,1
85447,2,1,45,1,1,214,1,1,1,1,5,5,5,5,5,5,5,5,5,4,13,1,1
126160,2,1,39,1,2,507,3,2,2,2,3,3,3,3,4,3,4,3,3,3,6,6,0
128936,2,1,41,1,1,2273,3,3,1,3,3,5,5,5,5,4,5,3,5,4,0,0,1
113671,2,1,13,2,2,236,1,4,0,5,4,0,4,4,5,4,4,5,4,4,18,2,0
129034,1,0,36,1,1,1846,2,2,2,3,3,2,3,3,3,5,4,4,4,3,0,0,0
123796,2,0,16,1,2,544,4,0,4,5,5,4,2,5,5,5,5,4,4,5,35,1,1
59502,1,1,55,1,1,1711,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0,1
120263,2,0,42,1,2,237,3,3,3,3,1,3,1,1,3,3,3,2,3,1,93,1.3,0
86552,1,1,57,1,1,3107,3,4,3,3,5,5,4,4,4,4,4,4,4,3,5,0,1
77531,1,1,12,2,2,1097,3,4,3,1,2,3,2,2,3,5,5,4,5,2,0,0,0
47577,2,1,45,1,1,1464,1,1,1,1,4,5,5,5,5,5,5,4,5,4,56,3,1
24148,2,0,30,1,2,170,3,0,4,2,3,4,3,3,4,2,2,2,5,3,0,0,0
103944,1,1,32,1,1,770,1,1,2,1,1,1,1,1,3,2,4,4,3,1,113,1.2,0
37496,2,1,41,1,2,1028,1,3,3,3,1,1,1,1,3,2,2,4,2,1,0,0,0
102423,2,1,34,2,2,236,2,4,0,3,1,0,1,1,4,5,5,4,4,1,57,4,0
68042,2,1,48,1,1,868,5,5,2,5,5,5,5,4,4,4,4,4,4,4,0,0,1
43629,1,1,15,2,2,190,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0,0
111383,2,0,28,1,1,1050,2,2,2,3,3,2,3,3,4,5,4,4,5,3,2,0,0
81665,2,0,30,1,2,907,2,2,2,4,1,2,1,1,4,3,3,3,3,1,16,1,0
46125,1,1,28,1,1,2801,4,4,4,4,4,4,4,4,3,2,4,3,2,4,14,3,1
52913,1,1,43,1,2,679,5,3,3,3,5,5,5,5,5,4,2,4,3,5,12,0,1
91395,2,0,25,1,2,1033,3,3,3,3,4,3,4,4,1,3,4,1,3,4,120,1.7,0
48938,2,1,47,1,1,2849,5,5,5,5,1,1,2,4,4,5,4,2,4,4,55,5,1
121041,1,1,55,2,2,992,2,5,2,4,5,2,5,5,5,4,5,4,5,5,0,3,0
92135,2,1,38,2,2,1535,2,2,2,3,4,2,3,4,3,3,2,2,4,4,14,0,0
12644,1,1,21,2,2,844,4,4,4,2,2,4,2,2,5,5,5,5,5,2,0,0,0
61502,1,0,22,1,2,753,5,5,5,1,5,5,5,5,2,2,2,1,5,5,0,0,1
124026,1,1,66,2,2,184,2,3,2,4,5,2,5,5,3,3,3,2,3,5,0,0,0
50039,1,1,26,1,1,308,4,3,3,3,4,4,4,4,3,2,3,1,4,4,0,2,0
91650,2,1,65,2,2,1312,4,4,4,2,4,4,4,5,5,4,5,3,5,4,58,5,0
73205,2,1,7,2,2,1258,2,5,2,2,1,2,1,1,4,3,4,3,4,1,0,0,0
57033,2,1,53,1,1,2565,4,4,4,4,5,5,5,3,4,5,4,5,3,5,12,3,1
52060,2,1,45,1,2,351,4,5,5,5,5,3,4,4,4,4,4,5,4,2,0,1,1
25074,2,1,54,1,2,957,3,5,5,5,3,3,4,3,3,3,3,4,3,4,35,3,0
64610,2,1,31,1,1,3880,4,4,2,4,4,4,4,4,3,4,5,4,5,4,0,0,1
35898,2,1,40,1,3,1065,4,2,2,2,4,4,4,4,4,2,2,2,1,4,63,6,1
69346,2,1,28,1,1,2264,1,1,5,1,3,3,3,3,5,4,5,5,4,3,1,1,1
104629,1,1,55,1,2,861,1,1,1,1,2,1,2,2,3,3,4,4,3,2,0,0,0
8378,2,1,17,1,1,3170,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,0,1
11631,2,1,8,2,3,771,2,4,3,1,4,3,4,4,4,3,4,4,4,4,23,6,0
121985,1,1,31,1,1,130,1,1,1,1,5,5,5,5,4,4,4,5,5,5,0,0,1
28267,1,1,24,1,3,1542,5,4,4,4,5,5,5,5,2,1,5,2,3,5,0,0,1
80788,1,1,33,1,1,484,4,4,4,4,4,4,4,4,3,5,5,4,5,4,2,0,1
90521,2,1,42,1,1,406,4,4,4,4,3,4,5,5,5,5,5,4,5,4,3,0,1
16985,1,1,40,1,2,610,4,4,5,4,4,4,4,4,2,2,4,3,1,4,27,4,1
116107,1,1,24,2,2,296,3,5,3,3,1,3,1,1,3,5,5,3,5,1,0,0,0
94058,1,1,59,1,1,1555,1,1,1,1,5,4,5,5,2,4,4,5,3,5,166,1.2,1
119778,1,1,11,2,1,912,5,5,5,1,4,5,4,4,3,2,4,5,4,4,0,0,1
122344,2,1,34,1,1,2801,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1,0,1
24019,2,1,47,1,2,427,5,3,3,3,3,5,1,5,5,5,5,5,5,2,2,0,1
119297,2,1,47,1,1,214,5,5,5,5,5,4,5,5,5,5,4,4,5,4,0,0,1
76407,1,1,21,2,1,405,2,5,2,3,1,2,3,1,2,4,3,1,3,1,0,0,0
56681,1,1,38,2,2,1068,2,5,1,1,2,1,2,2,5,2,5,3,4,2,1,0,0
43745,2,0,23,1,2,481,1,1,1,3,1,1,1,1,4,4,3,2,3,1,2,2,0
17036,1,1,22,2,3,781,2,5,2,1,3,2,3,3,4,5,5,5,4,3,0,0,0
28760,1,1,25,2,2,1024,2,4,2,1,1,2,1,1,3,3,5,5,5,1,0,0,0
31951,1,1,60,1,1,3387,0,5,0,4,4,4,5,3,3,4,4,3,3,4,0,0,1
118394,1,1,52,1,1,2287,2,5,5,5,1,2,2,2,2,2,2,3,2,4,0,0,0
4861,1,1,36,2,2,408,3,4,5,1,4,5,4,4,5,4,4,5,4,4,0,6,0
89895,2,1,29,1,1,1501,4,1,1,1,4,3,4,4,3,5,4,1,3,4,5,0,0
71813,1,1,43,1,1,1726,5,5,5,5,3,4,5,4,4,4,4,3,4,4,126,1.2,1
19566,2,1,22,1,2,173,2,4,4,4,2,2,3,2,2,1,4,1,3,2,13,1,0
94784,1,1,41,1,2,239,1,2,2,2,1,1,1,1,4,2,4,3,3,1,54,5,0
22426,1,1,38,2,2,238,2,4,2,2,5,2,5,5,3,5,5,5,5,5,0,1,0
67923,1,1,8,2,2,1464,4,4,4,4,1,4,1,1,4,4,4,3,5,1,2,0,0
95988,1,1,46,1,1,3655,2,2,2,2,4,4,4,3,3,3,3,5,3,3,1,0,1
11069,2,1,23,2,2,312,2,5,2,4,5,2,5,5,3,2,4,3,5,5,0,0,0
28608,2,1,34,1,1,2541,4,4,4,4,3,4,2,5,5,5,5,2,5,2,0,0,1
36167,1,1,53,1,2,1674,3,1,1,1,3,3,3,3,1,1,2,4,2,3,7,0,0
120507,1,1,33,1,3,449,4,2,2,2,4,4,4,4,2,3,4,2,5,4,0,0,1
50506,2,1,44,2,2,337,3,5,3,3,5,4,4,2,2,3,2,4,2,3,0,0,0
58519,1,1,49,2,2,719,3,2,3,3,1,3,1,1,3,3,4,1,3,1,4,0,0
119484,2,1,45,1,1,2957,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0,1
31182,1,1,61,2,2,1620,2,4,1,2,2,1,1,2,4,3,3,5,5,2,1,4,0
20937,2,1,46,1,2,689,4,3,3,3,4,4,3,4,4,4,4,2,4,1,0,0,0
21300,2,1,70,2,2,526,2,4,2,1,3,4,5,5,5,2,5,3,5,4,9,0,0
67791,2,1,40,1,2,1242,4,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0,0
25554,1,1,53,2,3,481,2,4,2,4,1,2,1,1,1,4,4,1,4,1,0,0,0
51923,2,1,14,1,3,601,5,2,2,2,5,5,5,5,1,5,1,5,3,5,0,0,1
59438,1,1,25,1,1,3017,2,2,4,2,1,2,2,1,4,3,4,2,2,2,351,3.7,0
45071,2,1,70,2,2,342,2,4,2,5,1,2,4,4,4,2,4,4,4,1,118,1.7,0
4844,2,1,52,1,1,408,5,5,1,5,4,4,5,3,3,3,3,3,3,3,0,0,1
77024,1,1,41,1,1,368,4,4,4,4,4,1,5,5,5,5,5,3,5,5,3,0,1
111856,1,1,55,1,1,628,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0,0,1
82572,2,1,58,1,1,1738,2,2,2,2,2,5,4,4,4,5,4,3,4,4,0,9,1
8561,2,1,41,1,1,2999,3,4,5,5,2,4,4,3,3,3,3,4,3,4,0,0,0
126312,1,1,30,2,2,590,4,5,4,1,2,4,2,2,1,2,3,4,5,2,0,0,0
47917,2,1,18,2,2,748,3,5,3,1,3,3,3,3,4,2,4,3,5,3,0,0,0
101668,2,1,50,2,2,2106,4,1,5,2,4,3,3,3,3,5,3,4,3,3,15,0,1
104728,1,1,56,1,1,2283,1,1,1,1,2,5,4,3,3,3,3,5,3,3,125,1.4,1
55308,2,1,8,2,2,2072,1,3,1,3,3,1,3,3,1,1,3,4,3,3,32,9,0
797,1,0,27,1,1,312,1,1,1,2,1,5,5,4,5,5,5,5,3,5,175,1.4,0
3853,1,1,55,2,2,650,1,5,2,3,3,2,3,3,4,4,1,2,3,3,0,0,0
63204,1,1,39,1,1,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0,1
120390,2,1,43,1,1,366,1,1,1,1,3,5,4,5,5,5,5,5,5,4,0,0,1
136,2,1,43,1,1,2029,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,1,1
58472,1,1,41,1,1,2345,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1,0,1
22887,2,1,54,2,2,170,2,5,2,1,2,4,2,5,5,2,5,4,5,4,0,0,0
46230,1,1,35,1,1,2116,1,1,1,1,5,3,2,3,3,4,3,5,3,5,0,0,1
13064,2,1,45,1,1,936,3,3,3,3,4,3,4,4,4,4,4,3,4,3,0,0,1
16585,2,1,36,2,2,1092,3,1,3,1,1,3,2,1,4,4,1,2,2,1,35,3,0
115475,1,1,16,1,2,404,2,4,3,4,2,1,3,2,4,1,3,2,4,2,8,0,0
78502,2,0,30,1,2,666,4,1,4,4,1,4,4,1,1,4,3,4,4,1,51,3,0
83578,1,0,30,1,2,936,1,1,1,2,4,1,4,4,1,4,3,2,2,4,0,0,0
59289,2,1,52,1,1,2338,4,4,4,4,5,5,5,4,4,4,4,4,4,5,3,0,1
28888,2,1,64,1,1,671,4,4,4,4,1,4,1,4,4,3,4,1,4,1,0,0,1
121379,1,1,21,1,1,2279,2,2,2,2,5,5,5,5,4,2,3,5,4,5,2,0,1
81663,1,1,38,1,2,907,1,5,5,5,1,1,1,1,4,3,3,1,3,1,0,6,0
3969,1,1,32,2,2,764,0,4,0,4,3,0,1,3,3,4,4,4,5,3,0,0,1
93740,2,0,21,1,2,368,3,5,3,4,3,2,2,3,4,4,5,2,3,2,251,2.3,0
28168,2,0,36,1,2,459,2,2,2,4,1,2,1,1,3,1,3,3,4,1,0,5,0
37878,2,1,35,1,2,937,4,1,1,1,4,4,4,4,4,2,4,5,2,4,0,0,1
34837,2,0,16,1,3,264,3,5,2,1,1,2,1,1,2,2,5,2,4,1,0,0,0
63850,1,0,48,1,1,1172,3,3,3,4,5,3,1,5,4,3,4,5,4,5,72,5,0
66473,1,0,37,1,1,447,3,3,3,2,1,3,1,1,1,5,2,3,2,1,0,0,0
55288,2,1,59,1,2,1585,4,2,5,2,3,4,3,4,4,4,4,3,4,2,0,0,1
72783,1,1,41,1,1,1045,3,2,3,3,4,5,5,4,4,4,4,4,4,3,0,0,1
40777,2,0,24,1,2,588,2,3,2,3,4,2,4,4,1,3,2,2,2,4,0,0,0
50995,1,1,11,2,2,110,2,2,2,3,2,2,2,2,2,4,4,3,4,2,70,6,0
38488,2,0,27,1,1,2446,2,2,2,4,3,2,3,3,1,5,3,2,3,3,0,0,0
60102,1,1,50,1,1,3161,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,1
109177,1,1,40,1,2,612,1,3,3,3,1,2,1,1,1,5,3,3,4,1,0,0,0
62744,1,1,50,1,1,2447,2,2,2,2,4,4,4,3,5,5,5,4,5,4,7,1,1
103370,1,1,9,2,2,342,1,5,1,3,2,1,2,2,4,4,5,3,5,2,78,7,0
30452,2,1,43,1,2,991,2,1,4,4,5,3,2,2,2,2,2,1,2,2,55,4,1
69512,1,0,26,1,1,2586,5,5,5,1,5,5,2,3,2,4,5,2,3,2,7,3,1
125973,1,1,42,1,1,600,4,4,2,4,2,5,5,4,4,4,4,4,4,5,0,0,1
62447,1,1,57,1,1,1744,2,2,2,2,4,4,4,5,5,4,5,3,5,5,54,5,1
48360,1,0,23,1,2,674,3,3,3,3,1,3,2,1,2,5,4,2,3,1,0,2,0
94369,2,1,39,1,1,3609,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,1,1
10306,2,1,56,1,1,2956,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,1
45783,1,1,29,1,1,2805,3,3,3,3,4,4,4,4,4,2,4,5,1,4,0,0,1
129356,2,1,8,1,1,2475,1,1,1,1,5,5,5,5,5,3,4,3,5,5,1,0,1
86401,2,1,57,1,1,712,2,2,2,2,5,4,5,4,4,4,4,5,4,5,11,0,1
23434,2,0,22,1,1,516,4,0,4,1,3,4,3,3,4,1,2,1,1,3,21,2,1
98219,1,1,43,2,2,842,4,3,4,4,4,4,4,4,1,3,4,3,5,4,0,1,0
4022,2,0,23,1,1,483,5,0,5,5,4,5,4,4,5,5,5,3,5,4,0,0,1
2150,1,0,49,1,1,685,3,3,3,3,4,3,4,4,5,3,5,3,4,4,0,0,0
82671,1,0,43,1,1,632,3,3,3,1,2,3,2,2,5,5,4,4,5,2,0,0,0
129044,1,1,39,1,1,1744,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0,1
93923,2,1,48,1,1,507,3,3,3,3,4,5,4,5,5,5,5,3,5,5,0,0,1
128950,2,1,36,1,1,3984,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,1
72082,2,1,54,1,2,2504,3,5,5,5,3,3,4,3,3,3,3,4,3,2,3,0,0
8527,2,1,41,2,2,862,3,4,3,1,2,3,2,2,5,3,4,5,4,2,7,1,0
100115,2,0,44,1,1,725,2,2,2,2,2,2,2,2,5,5,4,4,5,2,0,0,0
101991,2,1,40,2,2,628,1,4,1,3,5,1,5,5,3,2,5,5,4,5,4,0,0
94186,1,1,48,1,1,3792,3,3,3,3,2,5,4,4,4,4,4,3,4,4,14,2,1
109061,1,1,44,1,2,1105,4,5,5,5,4,4,4,4,4,2,3,3,2,4,0,0,0
4160,1,1,25,2,2,427,5,3,5,4,3,5,3,3,1,2,4,4,3,3,122,1.5,1
98672,2,1,36,2,2,834,1,1,1,3,2,1,2,2,3,5,4,1,3,2,45,4,0
67516,2,0,36,1,1,1126,3,3,3,3,2,3,2,2,4,5,4,4,5,2,0,1,0
19174,1,1,38,1,1,2097,3,3,3,3,2,4,2,4,4,4,4,4,4,4,40,2,1
61910,2,0,25,1,1,550,4,5,5,4,1,5,2,1,5,2,4,4,5,1,0,6,1
35692,1,0,27,1,2,1210,2,2,2,3,2,5,2,2,3,3,3,2,2,2,31,1,0
80697,1,1,49,1,1,3732,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,1
52373,1,1,34,2,2,651,2,0,2,2,2,2,4,2,4,3,5,5,5,2,0,0,0
127851,1,1,31,2,1,1276,3,5,3,2,1,3,1,1,3,3,3,5,5,1,0,0,0
9326,1,1,16,2,2,419,2,1,4,4,5,4,5,5,4,4,4,4,3,5,12,6,0
71798,2,0,24,1,2,1301,4,3,3,2,4,4,4,4,4,3,4,4,5,4,1,0,1
30705,1,1,9,1,3,680,4,2,1,2,4,4,5,4,1,1,3,2,3,4,0,0,1
55130,2,1,39,2,2,1346,3,5,3,2,1,3,1,1,4,5,3,4,5,1,0,0,0
9156,1,1,39,1,1,2548,2,2,2,2,5,5,5,5,5,5,5,5,5,4,49,5,1
47670,2,0,27,1,2,1211,2,2,2,3,2,2,2,2,3,3,3,1,4,2,0,0,0
